Date,ob,oe
2/15/2020,10313.85645,284.56131
2/16/2020,9889.179688,264.904053
2/17/2020,9936.560547,259.890564
2/18/2020,9691.230469,266.50882
2/19/2020,10143.79883,282.036285
2/20/2020,9629.325195,259.819855
2/21/2020,9611.782227,257.891113
2/22/2020,9687.707031,265.551575
2/23/2020,9663.318359,262.278412
2/24/2020,9921.583008,273.705078
2/25/2020,9651.3125,265.283386
2/26/2020,9338.290039,247.740204
2/27/2020,8825.09375,225.687042
2/28/2020,8788.728516,226.98761
2/29/2020,8671.212891,226.83345
3/1/2020,8599.758789,219.752686
3/2/2020,8563.264648,218.711624
3/3/2020,8865.387695,230.523972
3/4/2020,8788.541992,224.565338
3/5/2020,8760.285156,224.641891
3/6/2020,9078.308594,229.168427
3/7/2020,9121.600586,243.750198
3/8/2020,8908.206055,237.780685
3/9/2020,8111.146484,201.318497
3/10/2020,7922.146973,202.863953
3/11/2020,7910.089844,200.768036
3/12/2020,7913.616211,194.738922
3/13/2020,5017.831055,112.689995
3/14/2020,5573.077637,133.582474
3/15/2020,5201.066895,123.246063
3/16/2020,5385.229492,124.996117
3/17/2020,5002.578125,110.406784
3/18/2020,5227.11377,113.857643
3/19/2020,5245.416504,114.839828
3/20/2020,6191.653809,136.649277
3/21/2020,6206.521484,133.101761
3/22/2020,6185.558105,132.851135
3/23/2020,5831.374512,123.365982
3/24/2020,6436.642578,135.194138
3/25/2020,6738.716797,138.914963
3/26/2020,6675.170898,136.190674
3/27/2020,6719.38916,138.369934
3/28/2020,6467.253906,134.032745
3/29/2020,6245.624512,131.015335
3/30/2020,5925.538574,125.577896
3/31/2020,6430.606445,132.820923
4/1/2020,6437.319336,133.61232
4/2/2020,6606.776367,135.732178
4/3/2020,6797.396484,142.110458
4/4/2020,6738.382813,142.215179
4/5/2020,6862.537598,145.261017
4/6/2020,6788.049805,143.608215
4/7/2020,7273.644043,169.147446
4/8/2020,7179.283203,165.240326
4/9/2020,7337.966309,172.761261
4/10/2020,7303.81543,170.829269
4/11/2020,6867.44043,158.538986
4/12/2020,6858.067871,158.232391
4/13/2020,6965.616699,160.720673
4/14/2020,6843.281738,156.355957
4/15/2020,6845.561523,157.565643
4/16/2020,6640.454102,153.200424
4/17/2020,7116.552734,172.279419
4/18/2020,7092.291504,171.618073
4/19/2020,7260.922363,186.861984
4/20/2020,7186.873535,181.480225
4/21/2020,6879.78418,172.017715
4/22/2020,6879.44043,172.670395
4/23/2020,7121.306152,182.620178
4/24/2020,7434.181641,185.222107
4/25/2020,7550.48291,189.207397
4/26/2020,7570.13916,195.413589
4/27/2020,7679.418945,197.475723
4/28/2020,7796.970215,197.273514
4/29/2020,7806.712402,198.465195
4/30/2020,8797.669922,216.909134
5/1/2020,8672.782227,207.901733
5/2/2020,8869.057617,214.230087
5/3/2020,8983.614258,215.352066
5/4/2020,8895.745117,210.890854
5/5/2020,8912.832031,208.013
5/6/2020,9007.441406,206.481354
5/7/2020,9261.895508,203.912857
5/8/2020,9936.162109,212.198242
5/9/2020,9840.90625,213.142166
5/10/2020,9591.168945,211.5522
5/11/2020,8755.535156,188.632187
5/12/2020,8610.385742,185.877335
5/13/2020,8805.387695,189.3741
5/14/2020,9271.329102,198.89151
5/15/2020,9734.291016,202.955399
5/16/2020,9333.240234,195.613388
5/17/2020,9374.929688,200.608871
5/18/2020,9675.695313,207.179779
5/19/2020,9727.063477,214.604935
5/20/2020,9725.329102,213.446243
5/21/2020,9522.740234,210.12915
5/22/2020,9080.334961,199.837112
5/23/2020,9185.0625,207.194489
5/24/2020,9212.283203,208.716064
5/25/2020,8786.107422,201.982651
5/26/2020,8909.585938,205.259567
5/27/2020,8837.380859,201.893005
5/28/2020,9184.945313,208.885437
5/29/2020,9528.355469,219.925049
5/30/2020,9438.914063,220.717209
5/31/2020,9700.105469,242.351379
6/1/2020,9463.605469,230.86026
6/2/2020,10162.97363,246.828186
6/3/2020,9533.760742,237.395218
6/4/2020,9655.854492,244.105286
6/5/2020,9800.21582,244.349594
6/6/2020,9664.904297,241.201355
6/7/2020,9653.00293,241.908081
6/8/2020,9760.063477,245.178574
6/9/2020,9774.360352,246.175018
6/10/2020,9794.119141,244.822067
6/11/2020,9870.078125,247.548538
6/12/2020,9320.69043,231.625458
6/13/2020,9480.735352,237.544617
6/14/2020,9477.553711,238.968185
6/15/2020,9386.035156,234.058304
6/16/2020,9454.266602,229.762299
6/17/2020,9533.78418,234.492371
6/18/2020,9481.567383,232.898697
6/19/2020,9410.293945,231.954971
6/20/2020,9290.959961,226.976364
6/21/2020,9330.926758,229.216141
6/22/2020,9300.915039,229.003372
6/23/2020,9644.076172,242.537018
6/24/2020,9632.149414,244.185928
6/25/2020,9314.126953,235.70285
6/26/2020,9260.995117,232.877487
6/27/2020,9167.824219,229.631485
6/28/2020,9048.460938,222.91449
6/29/2020,9140.029297,225.361435
6/30/2020,9185.581055,227.96843
7/1/2020,9145.985352,226.134583
7/2/2020,9231.139648,231.28891
7/3/2020,9124.842773,229.318954
7/4/2020,9084.233398,225.288483
7/5/2020,9126.09082,228.976196
7/6/2020,9072.849609,227.685013
7/7/2020,9349.161133,240.972595
7/8/2020,9253.020508,239.159973
7/9/2020,9427.994141,246.748291
7/10/2020,9273.357422,242.868011
7/11/2020,9277.511719,241.044785
7/12/2020,9241.054688,239.459641
7/13/2020,9277.205078,242.18187
7/14/2020,9238.703125,239.975616
7/15/2020,9241.897461,240.143646
7/16/2020,9191.980469,238.450912
7/17/2020,9131.8125,233.691391
7/18/2020,9151.183594,232.855682
7/19/2020,9158.005859,235.458298
7/20/2020,9187.220703,238.494873
7/21/2020,9162.514648,236.302505
7/22/2020,9375.080078,245.037262
7/23/2020,9527.141602,262.388641
7/24/2020,9585.514648,274.722687
7/25/2020,9539.485352,279.026367
7/26/2020,9680.234375,303.692383
7/27/2020,9905.217773,309.657928
7/28/2020,11017.46387,321.829742
7/29/2020,10912.95313,316.555359
7/30/2020,11099.83301,318.144989
7/31/2020,11110.21094,334.633728
8/1/2020,11322.57031,345.798615
8/2/2020,11758.76465,385.549866
8/3/2020,11043.76856,371.13385
8/4/2020,11246.20313,386.156464
8/5/2020,11203.82324,389.710815
8/6/2020,11749.87109,401.583862
8/7/2020,11778.89453,395.226868
8/8/2020,11604.55371,379.551575
8/9/2020,11737.3252,395.305237
8/10/2020,11662.25684,391.041504
8/11/2020,11881.64746,395.894714
8/12/2020,11404.59668,380.063812
8/13/2020,11588.40527,390.838104
8/14/2020,11772.65918,428.677277
8/15/2020,11768.69727,437.562988
8/16/2020,11866.68555,433.350586
8/17/2020,11895.6582,433.973755
8/18/2020,12251.89551,429.669617
8/19/2020,11990.88477,423.738586
8/20/2020,11761.5,406.758911
8/21/2020,11878.02637,416.148773
8/22/2020,11585.47754,389.031097
8/23/2020,11679.69629,395.562836
8/24/2020,11663.68945,391.678986
8/25/2020,11773.58887,408.071686
8/26/2020,11366.89453,383.977448
8/27/2020,11485.6084,386.609863
8/28/2020,11325.2959,382.629578
8/29/2020,11541.05469,395.687592
8/30/2020,11508.71387,399.616699
8/31/2020,11713.30664,428.509003
9/1/2020,11679.31641,434.874451
9/2/2020,11964.82324,477.007874
9/3/2020,11407.19141,440.23999
9/4/2020,10230.36523,384.671631
9/5/2020,10512.53027,388.038391
9/6/2020,10167.2168,335.334564
9/7/2020,10280.99805,353.450256
9/8/2020,10369.30664,353.202271
9/9/2020,10134.15137,337.824921
9/10/2020,10242.33008,351.429321
9/11/2020,10369.02832,368.1185
9/12/2020,10409.86133,374.595398
9/13/2020,10452.39941,387.519287
9/14/2020,10328.73438,365.699585
9/15/2020,10677.75488,377.154022
9/16/2020,10797.76172,364.743988
9/17/2020,10973.25195,365.865784
9/18/2020,10951.82031,389.337494
9/19/2020,10933.75293,384.041656
9/20/2020,11095.87012,385.597992
9/21/2020,10934.92578,371.400146
9/22/2020,10459.62402,341.723816
9/23/2020,10535.49219,344.589905
9/24/2020,10248.78613,320.985016
9/25/2020,10761.10938,349.411438
9/26/2020,10695.5752,352.350891
9/27/2020,10746.89258,354.9599
9/28/2020,10776.61328,357.925934
9/29/2020,10709.65039,354.363007
9/30/2020,10843.87109,360.038513
10/1/2020,10795.25488,360.309143
10/2/2020,10619.82129,352.949677
10/3/2020,10575.10059,346.218628
10/4/2020,10550.44043,346.602234
10/5/2020,10676.5293,352.736816
10/6/2020,10796.30664,353.956482
10/7/2020,10603.35547,340.943085
10/8/2020,10669.37109,342.044647
10/9/2020,10927.91309,351.112885
10/10/2020,11059.14258,365.402466
10/11/2020,11296.08203,370.928436
10/12/2020,11392.63574,374.798737
10/13/2020,11548.71973,387.142944
10/14/2020,11429.04785,381.971466
10/15/2020,11426.60254,379.19223
10/16/2020,11502.82813,377.8685
10/17/2020,11322.12305,366.015717
10/18/2020,11355.98242,368.727539
10/19/2020,11495.03809,378.469635
10/20/2020,11745.97461,379.719696
10/21/2020,11913.07715,369.059418
10/22/2020,12801.63574,391.488617
10/23/2020,12971.54883,414.051331
10/24/2020,12931.57422,409.767242
10/25/2020,13108.06348,412.457642
10/26/2020,13031.20117,406.217987
10/27/2020,13075.24219,393.888184
10/28/2020,13654.21484,403.997101
10/29/2020,13271.29883,388.651062
10/30/2020,13437.87402,386.730255
10/31/2020,13546.53223,382.820038
11/1/2020,13780.99512,386.590332
11/2/2020,13737.03223,396.355988
11/3/2020,13550.45117,383.156036
11/4/2020,13950.48828,387.60321
11/5/2020,14133.7334,402.142944
11/6/2020,15579.72949,414.066711
11/7/2020,15565.88086,454.722565
11/8/2020,14833.75391,435.718811
11/9/2020,15479.5957,453.574158
11/10/2020,15332.35059,444.166382
11/11/2020,15290.90918,449.679657
11/12/2020,15701.29883,462.959534
11/13/2020,16276.44043,461.005493
11/14/2020,16317.80859,474.626434
11/15/2020,16068.13965,460.149902
11/16/2020,15955.57715,447.55899
11/17/2020,16685.69141,464.406647
11/18/2020,17645.19141,480.346832
11/19/2020,17803.86133,479.481018
11/20/2020,17817.08398,471.63147
11/21/2020,18621.31641,509.744598
11/22/2020,18642.23242,549.486633
11/23/2020,18370.01758,558.059509
11/24/2020,18365.01563,608.522766
11/25/2020,19104.41016,603.902039
11/26/2020,18729.83984,570.514893
11/27/2020,17153.91406,519.108093
11/28/2020,17112.93359,517.597351
11/29/2020,17719.63477,538.264587
11/30/2020,18178.32227,575.75708
12/1/2020,19633.76953,615.070313
12/2/2020,18801.74414,587.261597
12/3/2020,19205.92578,598.459229
12/4/2020,19446.9668,616.722778
12/5/2020,18698.38477,569.347656
12/6/2020,19154.17969,596.568665
12/7/2020,19343.12891,601.797119
12/8/2020,19191.5293,591.900818
12/9/2020,18320.88477,554.792908
12/10/2020,18553.29883,573.504028
12/11/2020,18263.92969,559.679199
12/12/2020,18051.32031,545.578552
12/13/2020,18806.76563,568.609863
12/14/2020,19144.49219,589.782471
12/15/2020,19246.91992,586.02179
12/16/2020,19418.81836,589.378662
12/17/2020,21308.35156,636.154175
12/18/2020,22806.79688,642.916992
12/19/2020,23132.86523,654.624207
12/20/2020,23861.76563,659.185059
12/21/2020,23474.45508,638.315186
12/22/2020,22794.03906,609.420532
12/23/2020,23781.97461,634.824585
12/24/2020,23240.20313,584.13562
12/25/2020,23733.57031,611.554565
12/26/2020,24677.01563,626.498047
12/27/2020,26439.37305,635.887146
12/28/2020,26280.82227,683.205811
12/29/2020,27081.81055,730.358704
12/30/2020,27360.08984,731.472839
12/31/2020,28841.57422,751.626648
1/1/2021,28994.00977,737.708374
1/2/2021,29376.45508,730.402649
1/3/2021,32129.4082,774.511841
1/4/2021,32810.94922,977.058838
1/5/2021,31977.04102,1041.498779
1/6/2021,34013.61328,1101.005005
1/7/2021,36833.875,1208.078369
1/8/2021,39381.76563,1225.967896
1/9/2021,40788.64063,1223.740479
1/10/2021,40254.21875,1280.871094
1/11/2021,38346.53125,1261.622925
1/12/2021,35516.35938,1088.526733
1/13/2021,33915.12109,1043.740967
1/14/2021,37325.10938,1130.231201
1/15/2021,39156.70703,1221.877197
1/16/2021,36821.64844,1171.443115
1/17/2021,36163.64844,1233.453369
1/18/2021,35792.23828,1230.313232
1/19/2021,36642.23438,1257.43457
1/20/2021,36050.11328,1375.248413
1/21/2021,35549.39844,1382.684448
1/22/2021,30817.625,1118.889038
1/23/2021,32985.75781,1235.267944
1/24/2021,32064.37695,1231.210571
1/25/2021,32285.79883,1390.639893
1/26/2021,32358.61328,1323.741699
1/27/2021,32564.0293,1358.333374
1/28/2021,30441.04102,1251.279785
1/29/2021,34318.67188,1369.086792
1/30/2021,34295.93359,1382.231934
1/31/2021,34270.87891,1376.823608
2/1/2021,33114.57813,1314.855225
2/2/2021,33533.19922,1369.505127
2/3/2021,35510.82031,1514.769653
2/4/2021,37475.10547,1661.170166
2/5/2021,36931.54688,1594.793335
2/6/2021,38138.38672,1717.797485
2/7/2021,39250.19141,1677.605713
2/8/2021,38886.82813,1613.642212
2/9/2021,46184.99219,1746.926147
2/10/2021,46469.76172,1768.039795
2/11/2021,44898.71094,1743.714233
2/12/2021,47877.03516,1783.489136
2/13/2021,47491.20313,1843.986816
2/14/2021,47114.50781,1814.372314
2/15/2021,48696.53516,1804.676758
2/16/2021,47944.45703,1778.945557
2/17/2021,49207.27734,1781.350098
2/18/2021,52140.97266,1848.206299
2/19/2021,51675.98047,1938.859863
2/20/2021,55887.33594,1959.902954
2/21/2021,56068.56641,1918.673096
2/22/2021,57532.73828,1935.557861
2/23/2021,54204.92969,1781.409058
2/24/2021,48835.08594,1571.47644
2/25/2021,49709.08203,1625.393921
2/26/2021,47180.46484,1478.65332
2/27/2021,46344.77344,1446.929443
2/28/2021,46194.01563,1459.860474
3/1/2021,45159.50391,1417.151123
3/2/2021,49612.10547,1564.063477
3/3/2021,48415.81641,1491.451172
3/4/2021,50522.30469,1574.623779
3/5/2021,48527.03125,1541.541748
3/6/2021,48899.23047,1532.372803
3/7/2021,48918.67969,1655.392456
3/8/2021,51174.11719,1724.229248
3/9/2021,52272.96875,1835.148071
3/10/2021,54824.01172,1868.489014
3/11/2021,55963.17969,1798.033936
3/12/2021,57821.21875,1826.546753
3/13/2021,57343.37109,1772.166382
3/14/2021,61221.13281,1923.86377
3/15/2021,59267.42969,1854.08667
3/16/2021,55840.78516,1792.413818
3/17/2021,56825.82813,1807.056152
3/18/2021,58893.07813,1823.158447
3/19/2021,57850.44141,1782.568726
3/20/2021,58332.26172,1817.522705
3/21/2021,58309.91406,1812.606567
3/22/2021,57517.89063,1788.362183
3/23/2021,54511.66016,1690.871826
3/24/2021,54710.48828,1678.002563
3/25/2021,52726.74609,1593.123291
3/26/2021,51683.01172,1595.210083
3/27/2021,55137.56641,1703.036133
3/28/2021,55974.94141,1716.40564
3/29/2021,55947.89844,1691.263184
3/30/2021,57750.13281,1819.466309
3/31/2021,58930.27734,1846.098267
4/1/2021,58926.5625,1919.157227
4/2/2021,59098.87891,1976.932739
4/3/2021,59397.41016,2142.895996
4/4/2021,57604.83984,2027.671265
4/5/2021,58760.875,2093.260742
4/6/2021,59171.93359,2109.493164
4/7/2021,58186.50781,2117.728516
4/8/2021,56099.91406,1969.133179
4/9/2021,58326.5625,2088.772217
4/10/2021,58253.77734,2071.111572
4/11/2021,59846.23047,2136.156982
4/12/2021,60175.94531,2157.361816
4/13/2021,59890.01953,2139.364258
4/14/2021,63523.75391,2299.3479
4/15/2021,63075.19531,2436.034668
4/16/2021,63258.50391,2516.601807
4/17/2021,61529.92188,2429.980957
4/18/2021,60701.88672,2346.452393
4/19/2021,56191.58594,2238.032715
4/20/2021,55681.79297,2161.939453
4/21/2021,56471.12891,2331.160156
4/22/2021,53857.10547,2357.871094
4/23/2021,51739.80859,2401.256348
4/24/2021,51143.22656,2367.199219
4/25/2021,50052.83203,2214.413818
4/26/2021,49077.79297,2319.478027
4/27/2021,54030.30469,2534.03125
4/28/2021,55036.63672,2664.685547
4/29/2021,54858.08984,2748.649658
4/30/2021,53568.66406,2757.734131
5/1/2021,57714.66406,2772.838379
5/2/2021,57825.86328,2945.560059
5/3/2021,56620.27344,2951.175781
5/4/2021,57214.17969,3431.131592
5/5/2021,53252.16406,3240.554688
5/6/2021,57441.30859,3524.930908
5/7/2021,56413.95313,3490.105225
5/8/2021,57352.76563,3481.988037
5/9/2021,58877.39063,3911.463135
5/10/2021,58250.87109,3924.41333
5/11/2021,55847.24219,3948.271973
5/12/2021,56714.53125,4174.635742
5/13/2021,49735.43359,3828.918457
5/14/2021,49682.98047,3720.122314
5/15/2021,49855.49609,4075.95166
5/16/2021,46716.63672,3641.830811
5/17/2021,46415.89844,3581.343018
5/18/2021,43488.05859,3276.872314
5/19/2021,42944.97656,3382.657227
5/20/2021,36753.66797,2439.638672
5/21/2021,40596.94922,2772.341309
5/22/2021,37371.03125,2436.014648
5/23/2021,37531.44922,2298.367188
5/24/2021,34700.36328,2099.936035
5/25/2021,38795.78125,2649.033203
5/26/2021,38392.625,2707.052734
5/27/2021,39316.89063,2888.752441
5/28/2021,38507.08203,2742.468994
5/29/2021,35684.15625,2414.067139
5/30/2021,34607.40625,2278.288818
5/31/2021,35658.59375,2387.198486
6/1/2021,37293.79297,2707.560547
6/2/2021,36699.92188,2634.456055
6/3/2021,37599.41016,2708.376221
6/4/2021,39242.48438,2857.165527
6/5/2021,36880.15625,2691.619385
6/6/2021,35538.60938,2629.748779
6/7/2021,35835.26563,2713.047363
6/8/2021,33589.51953,2594.602295
6/9/2021,33416.97656,2510.199219
6/10/2021,37389.51563,2611.142578
6/11/2021,36697.03125,2472.858887
6/12/2021,37340.14453,2354.752197
6/13/2021,35555.78906,2372.690186
6/14/2021,39016.96875,2508.770508
6/15/2021,40427.16797,2587.762695
6/16/2021,40168.69141,2544.864746
6/17/2021,38341.42188,2367.306396
6/18/2021,38099.47656,2374.586914
6/19/2021,35854.52734,2235.15918
6/20/2021,35563.14063,2171.337891
6/21/2021,35641.14453,2245.317871
6/22/2021,31622.37695,1886.667603
6/23/2021,32515.71484,1878.625
6/24/2021,33682.80078,1968.957397
6/25/2021,34659.10547,1989.21582
6/26/2021,31594.66406,1810.884277
6/27/2021,32287.52344,1830.996948
6/28/2021,34679.12109,1981.386475
6/29/2021,34475.55859,2083.44873
6/30/2021,35908.38672,2164.216309
7/1/2021,35035.98438,2274.397461
7/2/2021,33549.60156,2109.892578
7/3/2021,33854.42188,2150.834961
7/4/2021,34665.56641,2226.550293
7/5/2021,35284.34375,2321.922852
7/6/2021,33723.50781,2197.919434
7/7/2021,34225.67969,2323.208496
7/8/2021,33889.60547,2317.949219
7/9/2021,32861.67188,2115.573975
7/10/2021,33811.24219,2146.999756
7/11/2021,33509.07813,2110.875732
7/12/2021,34254.01563,2140.506836
7/13/2021,33125.46875,2034.098389
7/14/2021,32723.8457,1941.167847
7/15/2021,32827.875,1994.712036
7/16/2021,31841.55078,1916.598389
7/17/2021,31397.30859,1876.881348
7/18/2021,31533.88477,1900.194336
7/19/2021,31800.01172,1893.053589
7/20/2021,30838.28516,1819.082031
7/21/2021,29796.28516,1786.276245
7/22/2021,32138.87305,1994.822876
7/23/2021,32305.95898,2025.105713
7/24/2021,33593.73047,2123.961182
7/25/2021,34290.29297,2187.145508
7/26/2021,35384.03125,2191.309814
7/27/2021,37276.03516,2230.197021
7/28/2021,39503.1875,2302.081299
7/29/2021,39995.45313,2299.011963
7/30/2021,40027.48438,2382.545166
7/31/2021,42196.30469,2461.575684
8/1/2021,41460.84375,2530.462891
8/2/2021,39907.26172,2557.774658
8/3/2021,39178.40234,2609.413086
8/4/2021,38213.33203,2508.544922
8/5/2021,39744.51563,2725.669678
8/6/2021,40865.86719,2827.503418
8/7/2021,42832.79688,2891.70752
8/8/2021,44574.4375,3161.232666
8/9/2021,43791.92578,3012.885742
8/10/2021,46280.84766,3163.050049
8/11/2021,45599.70313,3142.830322
8/12/2021,45576.87891,3164.175781
8/13/2021,44439.69141,3049.001221
8/14/2021,47810.6875,3322.762695
8/15/2021,47096.66797,3266.276123
8/16/2021,47019.96094,3309.422119
8/17/2021,45936.45703,3149.380371
8/18/2021,44686.75,3011.963623
8/19/2021,44741.88281,3019.126953
8/20/2021,46723.12109,3182.162598
8/21/2021,49327.07422,3286.931641
8/22/2021,48869.10547,3226.227295
8/23/2021,49291.67578,3241.357422
8/24/2021,49562.34766,3324.855469
8/25/2021,47727.25781,3174.269775
8/26/2021,49002.64063,3228.747314
8/27/2021,46894.55469,3096.406006
8/28/2021,49072.58594,3275.104492
8/29/2021,48911.25,3246.770996
8/30/2021,48834.85156,3227.192627
8/31/2021,47024.33984,3227.758057
9/1/2021,47099.77344,3430.762451
9/2/2021,48807.84766,3825.027832
9/3/2021,49288.25,3787.486572
9/4/2021,50009.32422,3937.910156
9/5/2021,49937.85938,3886.331055
9/6/2021,51769.00391,3951.520752
9/7/2021,52660.48047,3926.527588
9/8/2021,46827.76172,3428.378174
9/9/2021,45774.74219,3452.54834
9/10/2021,46396.66406,3425.564941
9/11/2021,44869.83984,3209.030518
9/12/2021,45206.62891,3270.291748
9/13/2021,46057.21484,3407.471924
9/14/2021,44960.05078,3286.316406
9/15/2021,47098,3431.217285
9/16/2021,48158.90625,3613.07373
9/17/2021,47771.00391,3569.568115
9/18/2021,47273.52734,3397.422852
9/19/2021,48268.85547,3433.287842
9/20/2021,47261.40625,3329.670654
9/21/2021,43012.23438,2977.310547
9/22/2021,40677.95313,2763.209229
9/23/2021,43560.29688,3077.974365
9/24/2021,44894.30078,3154.562012
9/25/2021,42840.89063,2930.884766
9/26/2021,42721.62891,2926.343018
9/27/2021,43234.18359,3065.837891
9/28/2021,42200.89844,2928.963379
9/29/2021,41064.98438,2809.297607
9/30/2021,41551.26953,2852.558838
10/1/2021,43816.74219,3001.129395
10/2/2021,48137.46875,3308.870361
10/3/2021,47680.02734,3390.767578
10/4/2021,48208.90625,3418.776367
10/5/2021,49174.96094,3381.784424
10/6/2021,51486.66406,3516.570313
10/7/2021,55338.625,3576.814453
10/8/2021,53802.14453,3587.832764
10/9/2021,53929.78125,3559.997803
10/10/2021,54952.82031,3575.020508
10/11/2021,54734.125,3419.726807
10/12/2021,57526.83203,3546.477783
10/13/2021,56038.25781,3492.753662
10/14/2021,57372.83203,3604.958984
10/15/2021,57345.90234,3790.154297
10/16/2021,61609.52734,3865.666504
10/17/2021,60887.65234,3829.858887
10/18/2021,61548.80469,3847.72998
10/19/2021,62043.16406,3747.162842
10/20/2021,64284.58594,3877.730957
10/21/2021,66002.23438,4161.713379
10/22/2021,62237.89063,4055.686523
10/23/2021,60694.62891,3971.356445
10/24/2021,61368.34375,4171.855957
10/25/2021,60893.92578,4084.425781
10/26/2021,63032.76172,4217.337891
10/27/2021,60352,4132.17334
10/28/2021,58470.73047,3924.81543
10/29/2021,60624.87109,4288.686523
10/30/2021,62239.36328,4414.243652
10/31/2021,61850.48828,4322.744141
11/1/2021,61320.44922,4288.217285
11/2/2021,60963.25391,4322.500977
11/3/2021,63254.33594,4589.68457
11/4/2021,62941.80469,4604.678711
11/5/2021,61460.07813,4537.42334
11/6/2021,61068.875,4482.647949
11/7/2021,61554.92188,4523.981934
11/8/2021,63344.06641,4619.649414
11/9/2021,67549.73438,4810.071289
11/10/2021,66953.33594,4733.362793
11/11/2021,64978.89063,4635.453613
11/12/2021,64863.98047,4724.306641
11/13/2021,64158.12109,4666.719238
11/14/2021,64455.37109,4648.632813
11/15/2021,65521.28906,4627.09082
11/16/2021,63721.19531,4570.478027
11/17/2021,60139.62109,4213.910645
11/18/2021,60360.13672,4287.802246
11/19/2021,56896.12891,3995.729492
11/20/2021,58115.08203,4298.350586
11/21/2021,59730.50781,4412.195313
11/22/2021,58706.84766,4266.509277
11/23/2021,56304.55469,4089.68042
11/24/2021,57565.85156,4340.036133
11/25/2021,57165.41797,4271.394531
11/26/2021,58960.28516,4522.208984
11/27/2021,53736.42969,4042.999023
11/28/2021,54813.02344,4101.648926
11/29/2021,57291.90625,4296.946777
11/30/2021,57830.11328,4447.768066
12/1/2021,56907.96484,4623.679688
12/2/2021,57217.37109,4586.333008
12/3/2021,56509.16406,4514.355957
12/4/2021,53727.87891,4227.762207
12/5/2021,49201.51953,4119.628906
12/6/2021,49413.48047,4199
12/7/2021,50581.82813,4358.586914
12/8/2021,50667.64844,4311.674316
12/9/2021,50450.08203,4433.024902
12/10/2021,47642.14453,4113.588379
12/11/2021,47264.63281,3909.667725
12/12/2021,49354.85547,4084.811279
12/13/2021,50114.74219,4136.359863
12/14/2021,46709.82422,3782.822754
12/15/2021,48379.75391,3862.251465
12/16/2021,48900.46484,4020.415039
12/17/2021,47653.73047,3959.012451
12/18/2021,46219.25391,3880.291504
12/19/2021,46853.86719,3960.872314
12/20/2021,46707.0625,3923.695801
12/21/2021,46886.07813,3938.463867
12/22/2021,48937.09766,4018.695801
12/23/2021,48626.34375,3981.96167
12/24/2021,50806.05078,4111.345215
12/25/2021,50854.91797,4049.781982
12/26/2021,50428.69141,4094.151611
12/27/2021,50802.60938,4064.746338
12/28/2021,50679.85938,4037.538086
12/29/2021,47623.87109,3797.436279
12/30/2021,46490.60547,3632.219727
12/31/2021,47169.37109,3713.430176
1/1/2022,46311.74609,3683.047119
1/2/2022,47680.92578,3769.29834
1/3/2022,47343.54297,3829.535645
1/4/2022,46458.85156,3761.361572
1/5/2022,45899.35938,3794.269043
1/6/2022,43565.51172,3549.708984
1/7/2022,43153.57031,3417.837891
1/8/2022,41561.46484,3193.502441
1/9/2022,41734.72656,3091.696289
1/10/2022,41910.23047,3157.570557
1/11/2022,41819.50781,3082.990967
1/12/2022,42742.17969,3238.449951
1/13/2022,43946.74219,3372.10498
1/14/2022,42598.87109,3248.648682
1/15/2022,43101.89844,3309.844238
1/16/2022,43172.03906,3330.387207
1/17/2022,43118.12109,3350.947266
1/18/2022,42250.07422,3212.287598
1/19/2022,42374.03906,3163.850342
1/20/2022,41744.02734,3095.271729
1/21/2022,40699.60547,3002.956787
1/22/2022,36471.58984,2561.145264
1/23/2022,35047.35938,2406.924316
1/24/2022,36275.73438,2535.891113
1/25/2022,36654.80469,2440.393555
1/26/2022,36950.51563,2455.579102
1/27/2022,36841.87891,2467.188477
1/28/2022,37128.44531,2421.646973
1/29/2022,37780.71484,2546.590576
1/30/2022,38151.91797,2598.564941
1/31/2022,37920.28125,2603.263428
2/1/2022,38481.76563,2687.898926
2/2/2022,38743.71484,2791.958984
2/3/2022,36944.80469,2682.226074
2/4/2022,37149.26563,2681.057617
2/5/2022,41501.48047,2984.446045
2/6/2022,41441.12109,3014.959717
2/7/2022,42406.78125,3057.422119
2/8/2022,43854.65234,3143.008545
2/9/2022,44096.70313,3121.182617
2/10/2022,44347.80078,3240.113037
2/11/2022,43571.12891,3077.413086
2/12/2022,42412.30078,2927.386475
2/13/2022,42236.56641,2916.789551
2/14/2022,42157.39844,2880.187744
2/15/2022,42586.46484,2933.729004
2/16/2022,44578.27734,3180.446777
2/17/2022,43937.07031,3126.858398
2/18/2022,40552.13281,2884.340576
2/19/2022,40026.02344,2784.872803
2/20/2022,40118.10156,2763.756592
2/21/2022,38423.21094,2627.665527
2/22/2022,37068.76953,2572.898682
2/23/2022,38285.28125,2639.447021
2/24/2022,37278.56641,2588.16626
2/25/2022,38333.74609,2598.436279
2/26/2022,39213.08203,2764.989502
2/27/2022,39098.69922,2780.504395
2/28/2022,37706,2621.172119
3/1/2022,43194.50391,2919.775879
3/2/2022,44357.61719,2972.471924
3/3/2022,43925.19531,2950.156738
3/4/2022,42458.14063,2834.987305
3/5/2022,39148.44922,2618.473633
3/6/2022,39404.19922,2664.943604
3/7/2022,38429.30469,2555.297607
3/8/2022,38059.90234,2497.721436
3/9/2022,38742.81641,2577.165283
